name,address,category
CAMELOT,"Улица Карашаш ана, 13, Астана",Красота
Gladko_ast,"БЦ Достык, улица Тарас Шевченко, 6, Астана",Красота
Logovo,"Улица Бердибек Сокпакбаев, 20/1, Астана",Красота
Tommy,"Улица Алихан Бокейхан, 27/4, Астана",Красота
"Sapa Beauty, салон красоты","Улица Шаймерден Косшыгулулы, 7, Астана",Красота
Субкультура,"Керей, Жанибек хандар улица, 16, Астана",Красота
Айзере,"Кабанбай батыр проспект, 45/3, Астана",Красота
Santé Beauty Clinic,"Улица Амман, 6, Астана",Красота
Lux Nail,"Улица Ахмет Байтурсынулы, 27, Астана",Красота
My Thai,"Улица Жумабека Ташенова, 8/3, Астана",Красота
Delisan_beauty,"Проспект Туран, 55е, Астана",Красота
Wow Nail,"Улица Сагадат Нурмагамбетов, 23, Астана",Красота
Celine clinic,"Улица Калибек Куанышбаев, 11Б, Астана",Красота
Өзгеше,"Улица Кайым Мухамедханов, 8, Астана",Красота
Gladko_ast,"Проспект Мангилик Ел, 19, Астана",Красота
CROP Beauty,"Улица Санжара Асфендиярова, 8, Астана",Красота
Derma expert,"Проспект Туран, 54, Астана",Красота
Relax,"Улица Жумекен Нажимеденов, 26, Астана",Красота
Lucky style,"Кабанбай батыр проспект, 7/1, Астана",Красота
Sande,"Керей, Жанибек хандар улица, 22, Астана",Красота
Pafos,"Проспект Ракымжан Кошкарбаев, 2, Астана",Красота
Plasma Med,"Проспект Мангилик Ел, 48, Астана",Красота
Bounty,"Улица Сакена Сейфуллина, 5, Астана",Красота
Family Beauty Club,"Проспект Женис, 7, Астана",Красота
FITWorx,"Проспект Шакарим Кудайбердыулы, 18а, Астана",Красота
Beauty Rai,"Улица Акмешит, 9/2, Астана",Красота
TTM Barbershop,"Улица Малика Габдуллина, 16, Астана",Красота
Glow hair,"Кабанбай батыр проспект, 9, Астана",Красота
Fame,"Проспект Мангилик Ел, 21, Астана",Красота
Beauty House,"Улица Сарайшык, 27/3, Астана",Красота
Аружан,"Улица Сагадат Нурмагамбетов, 29, Астана",Красота
Relax,"Улица Динмухамед Конаев, 35, Астана",Красота
Monaco,"Улица Караоткель, B-1/2, Астана",Красота
ZR studio,"Проспект Ракымжан Кошкарбаев, 48, Астана",Красота
Цирюльникъ,"Улица Шаймерден Косшыгулулы, 6, Астана",Красота
Peaky,"Проспект Тауелсиздик, 21а, Астана",Красота
Goji,"Улица Тарас Шевченко, 8, Астана",Красота
STARMOON,"Проспект Абылай хана, 56, Астана",Красота
Boudoir,"Улица Динмухамед Конаев, 12, Астана",Красота
MasterСut,"Улица Кенжебек Кумисбеков, 2, Астана",Красота
Цирюльникъ,"Улица Жанайдар Жирентаев, 14, Астана",Красота
Zона краSоты,"Улица Жумекен Нажимеденов, 13, Астана",Красота
The One,"Улица Е-489, 6, Астана",Красота
Zia Beauty,"Улица Ахмет Байтурсынулы, 16, Астана",Красота
Adele,"Улица Шамши Калдаяков, 17, Астана",Красота
Selfie,"Проспект Ракымжан Кошкарбаев, 48, Астана",Красота
H&B clinic,"Проспект Туран, 14, Астана",Красота
Urban,"Улица Калибек Куанышбаев, 11/1, Астана",Красота
Traditional Barbershop,"Проспект Мангилик Ел, 53, Астана",Красота
Sulu beauty,"Проспект Тауелсиздик, 34/2, Астана",Красота
Khair.barbershop,"Проспект Тауелсиздик, 6, Астана",Красота
Marigold,"Проспект Мангилик Ел, 23, Астана",Красота
Ana’ Bali spa,"Улица Кордай, 100, Астана",Красота
Aldo Coppola by Astana,"Улица Достык, 16, Астана",Красота
Le Grand Beauty Center,"Проспект Туран, 22/1, Астана",Красота
Maje beauty,"Улица Алексея Петрова, 10, Астана",Красота
Gaukharvizazh,"Улица Сыганак, 11, Астана",Красота
Баян Сулу,"Деловой дом Алма-Ата, Амангельды Иманова улица, 19, Астана",Красота
Gaziza,"Проспект Сарыарка, 3, Астана",Красота
Raya_beauty,"Улица Кажымукан, 22, Астана",Красота
NewBody.kz,"Керей, Жанибек хандар улица, 15, Астана",Красота
Промед,"Улица Кенесары, 1, Астана",Красота
Jan El Premium Clinic,"Улица Желтоксан, 1, Астана",Красота
Антураж,"Улица Шолпан Иманбаевой, 7, Астана",Красота
Cas,"Проспект Мангилик Ел, 41/5, Астана",Красота
Expert Beauty Astana,"Улица Алиби Жангельдин, 1а, Астана",Красота
MedStar,"Улица Мухтара Ауэзова, 16/1, Астана",Красота
Eleon Beauty Hub,"Улица Алихан Бокейхан, 11, Астана",Красота
OldBoy,"Улица Динмухамед Конаев, 10, Астана",Красота
Apodit clinic,"Проспект Улы Дала, 56/1, Астана",Красота
Lady`s fit,"Улица Айтеке би, 16, Астана",Красота
Allma center,"Улица Алихан Бокейхан, 46, Астана",Красота
Urban,"Улица Каныш Сатпаев, 19/1, Астана",Красота
86,"Проспект Бауыржан Момышулы, 17, Астана",Красота
look_astana_salon,"Керей, Жанибек хандар улица, 44/1, Астана",Красота
Oblaka,"Кабанбай батыр проспект, 48/7, Астана",Красота
Kulpan,"Улица Казыбек би, 9/3, Астана",Красота
Prime Lady,"Проспект Абылай хана, 18, Астана",Красота
Happy Beauty,"Проспект Туран, 44Б, Астана",Красота
Marka,"Проспект Мангилик Ел, 51/2, Астана",Красота
Gladko_ast,"ЖК EXPO Boulevard-5, Кабанбай батыр проспект, 58Б корпус 7, Астана",Красота
Capital beauty,"Аль-Фараби проспект, 11, Астана",Красота
Gladko_ast,"ЖК Триумфальная Арка, проспект Мангилик Ел, 35, Астана",Красота
Khadisha,"Улица Туркестан, 16, Астана",Красота
Fonte beauty,"Проспект Улы Дала, 41/4, Астана",Красота
Подологический центр Tyulyubaeva Victoria,"Улица Алихан Бокейхан, 29, Астана",Красота
Mango Thai Spa,"Кабанбай батыр проспект, 56а, Астана",Красота
CROP Beauty by Ardaq Abilgazym,"Улица Касым Кайсенов, 4, Астана",Красота
Triumph beauty couture,"ЖК Триумфальная Арка, проспект Мангилик Ел, 35, Астана",Красота
Aia Nail Club,"Улица Туркестан, 10, Астана",Красота
Le Ange,"Проспект Мангилик Ел, 17, Астана",Красота
Beautyspace,"Улица Чингиз Айтматов, 36, Астана",Красота
Brutality,"Проспект Мангилик Ел, 26, Астана",Красота
Brabús,"Улица Алихан Бокейхан, 27/2, Астана",Красота
Dessange,"ТРЦ Керуен, улица Достык, 9, Астана",Красота
Aeon Clinic,"Улица Кайым Мухамедханов, 4Б блок H, Астана",Красота
SAHAR & VOSK,"Улица Алихан Бокейхан, 29, Астана",Красота
Lantale,"Проспект Туран, 37/9, Астана",Красота
Pafos,"ЖК Аристократ, улица Умай ана, 14/2, Астана",Красота
Diva Nails,"БЦ Астаналык, улица Динмухамед Конаев, 33, Астана",Красота
Nails time,"Улица Аскар Токпанов, 22, Астана",Красота
Capriccio,"Улица Шамши Калдаяков, 23, Астана",Красота
Donnastyle,"Проспект Мангилик Ел, 21, Астана",Красота
NewBody.kz,"Улица Малика Габдуллина, 12Б, Астана",Красота
Esperanza,"Улица Сарайшык, 38, Астана",Красота
Lalaser Land,"Проспект Туран, 5/3, Астана",Красота
Torio,"Улица Кайым Мухамедханов, 6а, Астана",Красота
SAHAR & VOSK,"Улица Касым Аманжолов, 28/1, Астана",Красота
Gladko_ast,"Проспект Туран, 5/3, Астана",Красота
Сана,"Улица Сауран, 4, Астана",Красота
lbl.laser,"Улица Туркестан, 16, Астана",Красота
El patron,"Улица Санжара Асфендиярова, 3, Астана",Красота
The Jigits,"Улица Александра Пушкина, 4, Астана",Красота
Зеркало,"Улица Сауран, 18, Астана",Красота
Inspire beauty,"Улица Бухар жырау, 28, Астана",Красота
Pm Point,"Проспект Мангилик Ел, 24, Астана",Красота
Глянец,"Улица Касым Аманжолов, 26/1, Астана",Красота
Relax fit,"Гостиница Казжол, улица Балкантау, 213, Астана",Красота
Nika,"Кабанбай батыр проспект, 46Б, Астана",Красота
Nail 69,"Проспект Бауыржан Момышулы, 2в, Астана",Красота
NanoAsia,"ЖК Sezim Qala. Baqyt, улица Роза Багланова, 2, Астана",Красота
Julia Kim,"Улица Кайым Мухамедханов, 4е, Астана",Красота
Emotion Lab,"Кабанбай батыр проспект, 29/1 блок Б, Астана",Красота
Beauty Avenue,"Кабанбай батыр проспект, 64, Астана",Красота
Beauty Queen,"Улица Толе би, 51, Астана",Красота
polish.nailart,"Улица Сыганак, 17п, Астана",Красота
Fire Beauty,"Проспект Туран, 46а, Астана",Красота
JMbeauty,"Проспект Бауыржан Момышулы, 14, Астана",Красота
2sisters,"Проспект Тауелсиздик, 34/2, Астана",Красота
AS Clinic,"ЖК Бараева, улица Александр Бараев, 13, Астана",Красота
Archie,"Улица Мухтара Ауэзова, 19, Астана",Красота
Koreanmed,"Улица Сарайшык, 5, Астана",Красота
Winchester,"Кабанбай батыр проспект, 18, Астана",Красота
Mia,"Проспект Мангилик Ел, 50, Астана",Красота
Дива,"Проспект Женис, 49, Астана",Красота
Saya lux spa,"Улица Шаймерден Косшыгулулы, 24/1, Астана",Красота
7 Бояу,"Улица Желтоксан, 24, Астана",Красота
Berserk,"Проспект Абылай хана, 10, Астана",Красота
Pro par,"Переулок Ашутас, 10, Астана",Красота
Adenium,"Кабанбай батыр проспект, 49, Астана",Красота
Malena,"Улица Чингиз Айтматов, 60, Астана",Красота
Iridium,"Кабанбай батыр проспект, 1, Астана",Красота
Максат,"Улица Ахмет Байтурсынулы, 39/2, Астана",Красота
Studio 21,"Улица Динмухамед Конаев, 12/2, Астана",Красота
My Thai,"Radisson Hotel, проспект Сарыарка, 4, Астана",Красота
Chinese Head Spa,"Улица Алихан Бокейхан, 11, Астана",Красота
Арасан,"Проспект Магжана Жумабаева, 7, Астана",Красота
Central,"БЦ Евроцентр, улица Сыганак, 47, Астана",Красота
Richman,"Улица Анет баба, 11/2, Астана",Красота
Blanche Beauty,"Проспект Мангилик Ел, 48, Астана",Красота
NA Beauty Bar,"Улица Кенесары, 44, Астана",Красота
Make Me Space,"Улица Толе би, 63, Астана",Красота
Sandi Beksirga,"Улица Туркестан, 28а, Астана",Красота
Skin&Beaute,"Улица Алихан Бокейхан, 29/2, Астана",Красота
Bonjour,"Улица Жошы хан, 1/2, Астана",Красота
Soft Skin,"Улица Алихан Бокейхан, 24, Астана",Красота
Chic Nails,"БЦ Кайнар, Амангельды Иманова улица, 50, Астана",Красота
Art team,"Улица Каныш Сатпаев, 21, Астана",Красота
Siluetica,"Кабанбай батыр проспект, 48/9, Астана",Красота
Urban,"Улица Сыганак, 33, Астана",Красота
Molecule,"Керей, Жанибек хандар улица, 44/1, Астана",Красота
Tst Barbershop,"Улица Анет баба, 13/2, Астана",Красота
The Family,"Улица Сагадат Нурмагамбетов, 21, Астана",Красота
L’Art De La Beaute,"Керей, Жанибек хандар улица, 30, Астана",Красота
Dentsel,"Улица Шамши Калдаяков, 2, Астана",Красота
Glamour,"Улица Алматы, 3, Астана",Красота
Sun Dew,"Улица Алихан Бокейхан, 27/3 Блок К2, Астана",Красота
Aray Beauty,"Проспект Тауелсиздик, 34/2, Астана",Красота
Lisa,"Улица Е-15, 3, Астана",Красота
True,"Улица Кайым Мухамедханов, 4/1, Астана",Красота
Gink,"Улица Алихан Бокейхан, 21, Астана",Красота
Diya,"ЖК EXPO Boulevard-5, Кабанбай батыр проспект, 58Б корпус 7, Астана",Красота
Daisy Beauty,"Проспект Бауыржан Момышулы, 14, Астана",Красота
Loome koreannail,"Керей, Жанибек хандар улица, 28, Астана",Красота
Rafe Beauty Lounge,"Улица Динмухамед Конаев, 12/2, Астана",Красота
El patron,"Улица Сыганак, 15/1, Астана",Красота
Jaskeratin.kz,"Улица Сакена Сейфуллина, 12, Астана",Красота
Hair spa&treatment,"Керей, Жанибек хандар улица, 2, Астана",Красота
Savoir,"ТЦ Abu Dhabi Plaza, улица Сыганак, 60/5, Астана",Красота
Bliss,"Улица Култегин, 7, Астана",Красота
Amour_beauty_01,"Проспект Туран, 55/7, Астана",Красота
Aidai Sulu,"Улица Бухар жырау, 36, Астана",Красота
Diamond,"Улица Динмухамед Конаев, 12, Астана",Красота
Balnur,"Кабанбай батыр проспект, 56а, Астана",Красота
Laser&Beauty,"Улица Туркестан, 16, Астана",Красота
LaRoX,"Проспект Богенбай батыр, 56а, Астана",Красота
ZKim,"Аль-Фараби проспект, 35стр, Астана",Красота
Doberman,"Улица Шаймерден Косшыгулулы, 11/3, Астана",Красота
Saya Kukola,"Улица Кайым Мухамедханов, 17/1, Астана",Красота
Shine with Balgyn,"ЖК Nura EsiL, Аль-Фараби проспект, 21/1, Астана",Красота
Alinas.beautysalon,"Проспект Тауелсиздик, 21/5, Астана",Красота
Армония,"Улица Кенесары, 4, Астана",Красота
Beardis,"Улица Кордай, 77, Астана",Красота
Laser_shuga_studio,"Проспект Туран, 50/2, Астана",Красота
Цирюльникъ,"Улица Илияс Есенберлин, 11, Астана",Красота
Topmassage,"ЖК Nura EsiL, Аль-Фараби проспект, 21/1, Астана",Красота
Zazazu,"Улица Кайым Мухамедханов, 4в, Астана",Красота
Динара,"Проспект Абая, 59, Астана",Красота
Oh My Lash,"Улица Илияс Омаров, 19/1, Астана",Красота
Fariza beauty salon,"Проспект Ракымжан Кошкарбаев, 48, Астана",Красота
Baysa,"Проспект Ракымжан Кошкарбаев, 15, Астана",Красота
Spa-Zoloto,"Улица Сакена Сейфуллина, 5, Астана",Красота
New Me,"ЖК Sezim Qala. Baqyt, улица Роза Багланова, 2, Астана",Красота
НазМед,"ЖК Олимп палас, улица Туркестан, 8/1, Астана",Красота
Светлый,"Улица Сарайшык, 7/1, Астана",Красота
Gladko_ast,"Улица Ахмет Байтурсынулы, 51, Астана",Красота
La Sante,"Улица Ахмет Байтурсынулы, 2, Астана",Красота
Aitmen,"Улица Караменде би Шакаулы, 16, Астана",Красота
Сеитmed,"Проспект Ракымжан Кошкарбаев, 27/1, Астана",Красота
DG Ademi,"Проспект Туран, 59/2 блок B, Астана",Красота
Body bloom,"Улица Толе би, 59, Астана",Красота
Semeynoye_spa_astana,"Улица Кайрат Рыскулбеков, 8/4, Астана",Красота
Lashe boutique,"Улица Е 882, 15а, Астана",Красота
Nazerke Kozinova,"Проспект Улы Дала, 54, Астана",Красота
Пари,"Улица Кенесары, 65, Астана",Красота
The Подруги,"Улица Турар Рыскулов, 1, Астана",Красота
Мята,"ЖК Олимп палас, улица Туркестан, 8/2, Астана",Красота
Бьютэль,"Улица Каныш Сатпаев, 21, Астана",Красота
Seoul Health Center,"Улица Шамши Калдаяков, 8, Астана",Красота
Шик,"Проспект Богенбай батыр, 35, Астана",Красота
BodyPro,"ЖК Castle House, шоссе Коргалжын, 5, Астана",Красота
Золотые ручки,"Улица Сакена Сейфуллина, 14, Астана",Красота
Ava_beauty_astana,"Деловой дом Алма-Ата, Амангельды Иманова улица, 19, Астана",Красота
Aina clinic,"Кабанбай батыр проспект, 60а/19, Астана",Красота
Zen Thai,"Проспект Мангилик Ел, 40, Астана",Красота
Sakura,"БЦ Moskva, улица Достык, 18, Астана",Красота
LaserGlow,"Улица Шолпан Иманбаевой, 8, Астана",Красота
Dijon,"Керей, Жанибек хандар улица, 14/2 блок B, Астана",Красота
City barbershop,"Улица Кайым Мухамедханов, 6, Астана",Красота
Студия Kimma,"Проспект Туран, 57г, Астана",Красота
Anjana,"Отель Риксос Президент, улица Динмухамед Конаев, 7, Астана",Красота
Лира,"Кабанбай батыр проспект, 42, Астана",Красота
Zere,"Проспект Улы Дала, 47/1, Астана",Красота
Beauty time,"ЖК Грация, улица Акмешит, 7Б, Астана",Красота
Anna,"Улица Алия Молдагулова, 24, Астана",Красота
Marrakesh,"Проспект Ракымжан Кошкарбаев, 10, Астана",Красота
La Rose,"Проспект Улы Дала, 82, Астана",Красота
Doctor Nail,"Проспект Мангилик Ел, 21, Астана",Красота
Мишель,"Проспект Сарыарка, 29, Астана",Красота
Leon,"Улица Толе би, 46, Астана",Красота
Dari beauty zone,"Улица Алматы, 13, Астана",Красота
Divo_telo,"Кабанбай батыр проспект, 2/1, Астана",Красота
555,"Проспект Бауыржан Момышулы, 19, Астана",Красота
Qiu,"ТЦ Green Mall, улица Сыганак, 17Б, Астана",Красота
Золотой ключ,"Проспект Женис, 67, Астана",Красота
Beauty land,"Проспект Туран, 11, Астана",Красота
Highlights beauty place,"Улица Санжара Асфендиярова, 2, Астана",Красота
Iris Spa & Salt Cave,"Улица Щорса, 12/2, Астана",Красота
Стиль,"Улица Сакена Сейфуллина, 10, Астана",Красота
Nuri Style,"Улица Алихан Бокейхан, 16/1, Астана",Красота
Дона,"Проспект Мангилик Ел, 17, Астана",Красота
Orchidea thai,"Проспект Бауыржан Момышулы, 23, Астана",Красота
Леди,"Таха Хусейна улица, 15, Астана",Красота
Manhattan,"Улица Анет баба, 13/1, Астана",Красота
The One,"Кабанбай батыр проспект, 13, Астана",Красота
Prima Nail,"Улица Кенесары, 52, Астана",Красота
AKO,"Улица Максут Нарикбаев, 22, Астана",Красота
Batys Barbershop,"Улица Жумабека Ташенова, 8, Астана",Красота
Theface_com,"Кабанбай батыр проспект, 7/1, Астана",Красота
woow_chic_salon,"ЖК Северное сияние, улица Достык, 5, Астана",Красота
Tamsan Beauty,"Улица Касым Кайсенов, 2, Астана",Красота
Galo podology,"Улица Толе би, 46, Астана",Красота
Blackstone,"Улица Санжара Асфендиярова, 3, Астана",Красота
Shine,"Улица Азербайжана Мамбетова, 5, Астана",Красота
Murt by Shaimardan,"Улица Касым Кайсенов, 2, Астана",Красота
Korkem line,"Улица Туркестан, 10, Астана",Красота
Asali,"Улица Сыганак, 64, Астана",Красота
Mariyam,"Улица Сыганак, 54а, Астана",Красота
BiKe,"Улица Жанибека тархана, 17, Астана",Красота
Anibas,"Е-67 улица, 6, Астана",Красота
Winchester,"Кабанбай батыр проспект, 58а, Астана",Красота
Dsg,"Проспект Республики, 5, Астана",Красота
BN clinica,"Улица Алихан Бокейхан, 11/1, Астана",Красота
Husn,"Проспект Мангилик Ел, 52 блок B2, Астана",Красота
Богема,"Улица Алексея Петрова, 20, Астана",Красота
Zeren,"Улица Кайрат Рыскулбеков, 29, Астана",Красота
Katana,"Проспект Улы Дала, 35, Астана",Красота
Лотос,"Улица Жумекен Нажимеденов, 13, Астана",Красота
Forma 8,"ЖК Park Avenue-2, проспект Мангилик Ел, 37/1, Астана",Красота
Cut,"Улица Сыганак, 37, Астана",Красота
Viva beauty,"Проспект Бауыржан Момышулы, 13/1, Астана",Красота
New Image,"Улица Илияс Омаров, 27/1, Астана",Красота
Dao,"Проспект Абая, 18, Астана",Красота
Montiu,"Улица Алихан Бокейхан, 15, Астана",Красота
Monke,"Улица Ахмет Байтурсынулы, 32/4, Астана",Красота
Beauty for you,"Улица Кайым Мухамедханов, 12, Астана",Красота
Ирина,"Улица Мухтара Ауэзова, 21, Астана",Красота
Сая,"Улица Сауран, 20, Астана",Красота
Үміт,"Улица Толе би, 51, Астана",Красота
Asiatique,"ЖК Luxury home, улица Гейдара Алиева, 3, Астана",Красота
BodyPro,"Улица Абубакир Тыныбаев, 7, Астана",Красота
Sat,"Улица Санжара Асфендиярова, 5, Астана",Красота
Beauty face clinic,"Улица Кенесары, 52, Астана",Красота
Blik,"Проспект Улы Дала, 65/2, Астана",Красота
Gladko_ast,"Улица Жошы хан, 1/2, Астана",Красота
Lashyn,"ЖК Грин парк, улица Анет баба, 1, Астана",Красота
Velvet,"Улица Анет баба, 11/2, Астана",Красота
El patron,"Улица Алихан Бокейхан, 46, Астана",Красота
fM,"Улица Чингиз Айтматов, 42, Астана",Красота
Marigold,"Улица Мухтара Ауэзова, 15, Астана",Красота
Babor by Verona,"Улица Сарайшык, 8, Астана",Красота
El patron,"Проспект Туран, 55/12, Астана",Красота
Нейродин,"Улица Алихан Бокейхан, 29Б, Астана",Красота
Жайна,"ЖК Достар 2, улица Габидена Мустафина, 21/6, Астана",Красота
L center,"Улица Жумабека Ташенова, 8, Астана",Красота
Miss Beauty,"Улица Илияс Омаров, 19/1, Астана",Красота
Ladies Concept Salon,"Кабанбай батыр проспект, 9, Астана",Красота
Bloom,"Проспект Мангилик Ел, 54, Астана",Красота
Ай,"Улица Сыганак, 11, Астана",Красота
Дамские пальчики,"Кабанбай батыр проспект, 6/5, Астана",Красота
ZE Beauty Lab,"Кабанбай батыр проспект, 49, Астана",Красота
Arcobaleno,"Проспект Богенбай батыр, 59, Астана",Красота
Robert Beauty Premium,"Улица Гейдара Алиева, 14, Астана",Красота
Office 6,"Улица Алихан Бокейхан, 42, Астана",Красота
Team beauty,"Улица Санжара Асфендиярова, 8, Астана",Красота
Evia,"Улица Шаймерден Косшыгулулы, 16, Астана",Красота
Genesis,"Микрорайон Самал, 3, Астана",Красота
Мия,"Проспект Мангилик Ел, 23, Астана",Красота
Astoria Beauty Lounge,"Улица Кайым Мухамедханов, 1/2, Астана",Красота
Billion,"Улица Жанибека тархана, 17, Астана",Красота
Ару,"Улица Шаймерден Косшыгулулы, 21, Астана",Красота
Sensei,"Улица Кажымукан, 12Б, Астана",Красота
SK Beauty,"Улица Анет баба, 11/2, Астана",Красота
Crystal beauty,"Улица Кайым Мухамедханов, 21, Астана",Красота
New эстетик,"Улица Адольфа Янушкевича, 1, Астана",Красота
Галина,"Улица Габидена Мустафина, 13, Астана",Красота
Dzen Clinic,"Керей, Жанибек хандар улица, 42, Астана",Красота
Ева,"Проспект Мангилик Ел, 17, Астана",Красота
Маэстро,"Проспект Абылай хана, 51, Астана",Красота
Barbershop №1,"Улица Сыганак, 54, Астана",Красота
Black Diamond,"Улица Алихан Бокейхан, 27, Астана",Красота
Dune Beauty bar,"Улица Сыганак, 18, Астана",Красота
Я и Ты,"Проспект Бауыржан Момышулы, 6/1, Астана",Красота
Barber4kids,"Улица Алихан Бокейхан, 27/2, Астана",Красота
FAB LAB,"Улица Санжара Асфендиярова, 6, Астана",Красота
Ramina beauty,"Улица Е 509, 9, Астана",Красота
Хадис,"Улица Кордай, 99, Астана",Красота
Black Beast,"Улица Санжара Асфендиярова, 4, Астана",Красота
Robert Aldiyarov,"Улица Акмешит, 13, Астана",Красота
GazMaster,"Улица Каныш Сатпаев, 5, Астана",Красота
Алтын Қайшы,"Улица Алихан Бокейхан, 21а, Астана",Красота
Sunway,"Е-67 улица, 6, Астана",Красота
Laser_shuga_studio,"Улица Алихан Бокейхан, 28, Астана",Красота
My Honey,"Улица Айтеке би, 15, Астана",Красота
Stockholm,"Улица Касым Аманжолов, 20, Астана",Красота
Махаббат,"Улица Кайым Мухамедханов, 21, Астана",Красота
Velvet,"Кабанбай батыр проспект, 42, Астана",Красота
Epilaser,"Улица Куйши Дина, 26, Астана",Красота
Thai SPA Mirotel,"Переулок Аркат, 1, Астана",Красота
Beauty Bar,"Проспект Бауыржан Момышулы, 19/1, Астана",Красота
Gauhar Tolepbergen,"Улица Аманжол Болекпаев, 16, Астана",Красота
Bloom Clinic,"Улица Абубакир Тыныбаев, 18, Астана",Красота
AmiDi Beauty,"Проспект Улы Дала, 31, Астана",Красота
Radiance,"Проспект Мангилик Ел, 36/3, Астана",Красота
Tes Style,"Улица генерал Сабыр Ракымов, 22, Астана",Красота
Masal,"Улица Сыганак, 17д, Астана",Красота
Paris,"Проспект Туран, 44/2, Астана",Красота
Зере,"Улица Ахмет Байтурсынулы, 23/2 блок Г, Астана",Красота
BeautyPro,"Улица Сыганак, 54а, Астана",Красота
Fiocchi,"Проспект Улы Дала, 33, Астана",Красота
I&G_beauty,"Аль-Фараби проспект, 34, Астана",Красота
Встреча,"ТД Встреча, проспект Абылай хана, 31, Астана",Красота
Ода,"Улица Сыганак, 16/1, Астана",Красота
TTM Beauty Center,"Улица Малика Габдуллина, 16, Астана",Красота
Цирюльникъ,"Улица Жумекен Нажимеденов, 31, Астана",Красота
Sisters beauty studio,"Улица Анет баба, 9, Астана",Красота
Chicago,"Улица Бердибек Сокпакбаев, 5, Астана",Красота
LashBrowSpace,"Керей, Жанибек хандар улица, 50/3, Астана",Красота
Perfect beauty,"Улица Фариза Онгарсынова, 6, Астана",Красота
Silkway Beauty,"Хан Шатыр, проспект Туран, 37, Астана",Красота
Al Kausar,"Улица Манас, 6, Астана",Красота
Make your body,"Улица Алихан Бокейхан, 3Б, Астана",Красота
De Luxe,"Улица Кенжебек Кумисбеков, 12/2, Астана",Красота
Nurba,"ЖК Азия плюс, улица Жумекен Нажимеденов, 16а, Астана",Красота
Triss studio,"Улица Касым Аманжолов, 28/2, Астана",Красота
Soul City Spa,"Проспект Мангилик Ел, 17, Астана",Красота
Скульптор Медикал,"Улица Абикен Бектуров, 4, Астана",Красота
Premium Beauty Clinic by Sholpan Karabayeva,"Керей, Жанибек хандар улица, 22, Астана",Красота
Lilac,"Улица Мухтара Ауэзова, 27, Астана",Красота
Laser_shuga_studio,"Улица Шамши Калдаяков, 8, Астана",Красота
Jasar clinic,"Проспект Туран, 59/2 блок B, Астана",Красота
Perfetta,"Улица Бухар жырау, 31, Астана",Красота
Julia.Estet,"Улица Шолпан Иманбаевой, 2п, Астана",Красота
Mizu beauty salon,"Улица Илияс Омаров, 21/1, Астана",Красота
"Tibora, медицинский центр","ЖК EXPO Boulevard-5, Кабанбай батыр проспект, 58Б корпус 7, Астана",Красота
Mariyam,"Улица Беимбет Майлин, 19, Астана",Красота
Zefir Cosmetology,"ЖК Castle House, шоссе Коргалжын, 5, Астана",Красота
Ирис,"Проспект Бауыржан Момышулы, 15а, Астана",Красота
Raznaя,"Улица Аскар Токпанов, 20, Астана",Красота
АСС,"Проспект Туран, 43/1, Астана",Красота
Әдия,"Проспект Улы Дала, 41/3, Астана",Красота
Rènom Beauty Room,"ТЦ Green Mall, улица Сыганак, 17Б, Астана",Красота
Zabara_pm,"Улица Алихан Бокейхан, 18, Астана",Красота
Di-style,"Улица Ахмет Байтурсынулы, 5, Астана",Красота
Aoma,"Улица Беимбет Майлин, 19, Астана",Красота
Ханна,"Улица Шолпан Иманбаевой, 8, Астана",Красота
Bright,"Проспект Республики, 6/2, Астана",Красота
Сулу,"Улица Шаймерден Косшыгулулы, 7, Астана",Красота
Aoma,"Проспект Туран, 43/3, Астана",Красота
Чунга Чанга,"Улица Куйши Дина, 29/1а, Астана",Красота
Epil Bar,"Улица Анет баба, 2, Астана",Красота
Shugara,"ЖК Жастар, проспект Бауыржан Момышулы, 18/1, Астана",Красота
Istanbul Beauty Lounge,"Проспект Бауыржан Момышулы, 4, Астана",Красота
Sulu Beine,"Улица Александр Бараев, 12, Астана",Красота
Expanse Beauty,"Кабанбай батыр проспект, 43 блок А, Астана",Красота
Ая-Жан 2,"Улица Алексея Петрова, 23, Астана",Красота
Choppers,"Аль-Фараби проспект, 29, Астана",Красота
Old school,"Кабанбай батыр проспект, 49а, Астана",Красота
Miabelle,"Улица Алихан Бокейхан, 16/1, Астана",Красота
Beauty Medical,"Улица Жошы хан, 1/1, Астана",Красота
Longan,"Улица Алихан Бокейхан, 29, Астана",Красота
The Shelby,"Улица Желтоксан, 14, Астана",Красота
Джон Мэй,"Проспект Абая, 63, Астана",Красота
Жемчуг,"Аль-Фараби проспект, 17, Астана",Красота
K1 Barbershop,"Улица Алексея Петрова, 2, Астана",Красота
Lazertelo,"Улица Динмухамед Конаев, 14, Астана",Красота
Proestetica,"Проспект Абылай хана, 14/1, Астана",Красота
New age clinic,"Улица Сарайшык, 7/3, Астана",Красота
Anelle_beauty_ast,"Улица Роза Багланова, 6/1, Астана",Красота
Duma lashes,"Улица Александр Бараев, 3, Астана",Красота
Bellezza,"Улица Жошы хан, 1, Астана",Красота
_studiya_krosaty_erke,"Улица Шокан Уалиханов, 5, Астана",Красота
Әсем,"Проспект Бауыржан Момышулы, 4, Астана",Красота
Руки PRO Ноги,"Улица Аскар Токпанов, 8/2, Астана",Красота
